"objectid","standort","ortsbezeichnung","quartier","stadtkreis","baujahr","historisches_baujahr","art_eigentuemer","eigentuemer","wasserart","brunnennummer","brunnenart","art","architekt_bildhauer","steinhauer","material_trog","material_saeule","material_figur","abgestellt","datum_abstellung","grund_abstellung","hkoord","vkoord","bemerkung1","bemerkung2","foto","druckzone","u_aks_nummer","datum_wiederinbetriebnahme","datum_aenderung","geometry"
"990","General Guisan-Quai/Beethovenstrasse","Mosaikbrunnen","Enge/Wollishofen/Leimbach","2","1981","1909","öffentlich","WVZ","Züriwasser","125","","öffentlich","Prof. Dr. Bluntschli (Architekt)","Prof. Dr. J. Regl & E.Schneebeli","Laufener Kalkstein","Laufener Kalkstein","Laufener Kalkstein","nein","","","2683030.991","1246556.211","1909 Erstellungsjahr","","https://wvzm0cun.global.szh.loc/Brunnenbilder/125.jpg","Limmatzone","{2C7742FA-2BE7-4B66-8E35-E3CCCFE8BE15}","","202308241444","POINT (2683031 1246556.2)"
"995","Münstergasse 14/18","im Meyershof","Altstadt","1","1984","1604","öffentlich","WVZ","Quellwasser","13","","öffentlich","","","Muschelkalk","Muschelkalk","","nein","","","2683537.654","1247297.355","1605 erstmals erwähnt","","https://wvzm0cun.global.szh.loc/Brunnenbilder/13.jpg","Brunnennetz","{2EEB52FF-01D9-46A6-B780-ED6662BFBD2B}","","202308241444","POINT (2683537.8 1247297.4)"
"998","Beatenplatz, Bahnhofquai 7","bei Du Pont","Altstadt","1","1987","1913","öffentlich","Liegenschaft Bahnhofquai 7","Züriwasser","48","","öffentlich","Haller, Architekt","W. Otto & Co, Zürich","Kunststein","","Granitimitation","nein","","","2683296.839","1247846.357","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/48.jpg","Limmatzone","{3281BDAD-232E-4FBA-8D3C-D10A494F9009}","","202308241444","POINT (2683296.8 1247846.4)"
"1004","Nägelihof","","Altstadt","1","1977","1977","öffentlich","WVZ","Züriwasser","1018","","öffentlich","Werner+Uhl, 8001 Zürich","","Bodio-Nerogranit","Gusskandalaber","","nein","","","2683463.497","1247260.617","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/1018.jpg","Limmatzone","{361FB10A-F62F-4B52-BBA2-CD2402636975}","","202308241444","POINT (2683463.5 1247260.6)"
"1010","Rämistrasse/Waldmannstrasse","Waldmannbrunnen","Altstadt","1","1936","1935","öffentlich","WVZ","Züriwasser","56","","öffentlich","E. Zimmermann","E. Zimmermann","Othmarsinger Muschelkalkstein","","Othmarsinger Muschelkalkstein","nein","","","2683685.807","1246973.128","1935 Erstellungsjahr","","https://wvzm0cun.global.szh.loc/Brunnenbilder/56.jpg","Limmatzone","{3B28307B-61AD-4A78-B493-CFF2850CB6E1}","","202308241444","POINT (2683685.8 1246973.1)"
"1015","Münzplatz","Augustinerkirche","Altstadt","1","1981","1537","öffentlich","WVZ","Quellwasser","10","","öffentlich","","Baur & Cie AG","Estavayer Muschelkalk","Bollinger Sandstein","Ogione Hartsandstein","nein","","","2683145.452","1247385.658","1545 Brunnen erstmals erwähnt.; 1917 Stud kopiert: Hans Gisler.; 1950 Figur kopiert: W. Scheuermann.; 1982 Stud neu: Fa. Arnet, Figur saniert: J. von Wyl.; 1986 Sudeltrog ersetzt: Josef von Wyl.","","https://wvzm0cun.global.szh.loc/Brunnenbilder/10.jpg","Brunnennetz","{3EDEF8B1-FB95-4A13-97EE-89C6623651FD}","","202308241444","POINT (2683145.5 1247385.6)"
"1017","Niederdorfstrasse, oberhalb Nr. 80","Storchenbrunnen (ehemals)","Altstadt","1","1980","1876","öffentlich","WVZ","Quellwasser","32","","öffentlich","","","Jurakalkstein","","","nein","","","2683497.568","1247829.041","1876 Erstellungsjahr","","https://wvzm0cun.global.szh.loc/Brunnenbilder/32.jpg","Brunnennetz","{401BC44A-8C1D-4CA2-B493-E78B9D9568D0}","","202308241444","POINT (2683497.5 1247829)"
"1022","Freiestrasse/Klosbachstrasse","","Fluntern/Hottingen/Witikon","7","1986","1941","öffentlich","WVZ","Quellwasser","359","","öffentlich","E. Schäfer, Architekt","E. Schäfer, Architekt","Andeerer Granit","","","nein","","","2684593.771","1246822.685","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/359.jpg","Brunnennetz","{479B5EAB-A159-4207-BCE9-3947F85D1040}","","202308241444","POINT (2684593.8 1246822.6)"
"1025","Bahnhofstrasse 1","Rebekkabrunnen","Altstadt","1","1987","1909","öffentlich","WVZ","Züriwasser","45","","öffentlich","Prof.Heinrich Gebhardt,Rom","Prof.Heinrich Gebhardt,Rom","Tiefensteiner Granit","","","nein","","","2683191.554","1246824.436","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/45.jpg","Limmatzone","{4A1D89B5-1AE4-4135-B2D0-7C431A63C1BE}","","202308241444","POINT (2683191.5 1246824.4)"
"1026","Bahnhofstrasse/Schweizergasse","","Altstadt","1","1966","1936","öffentlich","WVZ","Züriwasser","57","","öffentlich","E. Schäfer, Architekt","","Osognagranit, dunkel","","","nein","","","2683104.98","1247791.391","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/57.jpg","Limmatzone","{4B08A7A3-024A-4C3B-9DD9-A3206EDDCF27}","","202308241444","POINT (2683105 1247791.4)"
"1030","Kirchgasse-Zwingliplatz","Hintermünsterbrunnen","Altstadt","1","1985","1861","öffentlich","WVZ","Quellwasser","23","","öffentlich","Johann Jakob Breitinger","","Jurakalkstein","Jurakalkstein","","nein","","","2683538.998","1247190.709","1861 Brunnen erstellt; 1978 Stud kopiert: Fa. Arnet, J. von Wyl, R. Hotz.","","https://wvzm0cun.global.szh.loc/Brunnenbilder/23.jpg","Brunnennetz","{4CF954D3-0478-4CF5-B2CD-2627912083DA}","","202308241444","POINT (2683539 1247190.8)"
"1031","Bellevueplatz / Quaibrücke","kleiner Brunnen mit Möwe","Altstadt","1","2002","1938","öffentlich","WVZ","Quellwasser","58","","öffentlich","O. Münch, Zürich","O. Münch, Bildhauer","Weissmetall verchromt, Belmag AG","","Bronce verchromt","nein","","","2683547.649","1246831.763","1938 Erstellungsjahr","","https://wvzm0cun.global.szh.loc/Brunnenbilder/58.jpg","Brunnennetz","{4E0786EB-992C-4524-B017-36ED58107D84}","","202308241444","POINT (2683547.8 1246831.8)"
"1054","Ankengasse 4/10","","Altstadt","1","1983","1957","öffentlich","WVZ","Quellwasser","73","","öffentlich","","Schweiz.Granitwerke","Tessinergranit","Granit","Bronze","nein","","","2683460.461","1247308.642","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/73.jpg","Brunnennetz","{60191626-EA86-4142-BE81-118CF96FC52D}","","202308241444","POINT (2683460.5 1247308.6)"
"1033","Limmatquai 48/Rüdenplatz","Fischmarkt-, Samsonbrunnen","Altstadt","1","1984","1431","öffentlich","WVZ","Quellwasser","4","","öffentlich","Hans Motschon","R. Fenaroli","Muschelkalk","Schmerikoner Sandstein","Schmerikoner Sandstein","nein","","","2683418.159","1247276.699","1434 Brunnen erstmals erwähnt.; 1915 Figur kopiert: H.C. Frei.; 1934 Figur kopiert: J. Rigendinger.,; 1965 an den heutigen Standort verschoben,","","https://wvzm0cun.global.szh.loc/Brunnenbilder/4.jpg","Brunnennetz","{4F74F491-A389-4658-A237-6A7B5A35093A}","","202308241444","POINT (2683418.2 1247276.8)"
"1036","Stadthausquai 17","Fraumünsterdurchgang","Altstadt","1","1984","1742","öffentlich","WVZ","Quellwasser","1090","","öffentlich","","","Muschelkalk","Muschelkalk","","nein","","","2683303.792","1247113.706","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/1090.jpg","Brunnennetz","{536A6662-A995-4D84-AD8E-62887F4C4264}","","202308241444","POINT (2683303.8 1247113.8)"
"1038","Hohe Promenade","obere Anlage","Altstadt","1","1970","1870","öffentlich","WVZ","Quellwasser","80","","öffentlich","","","","","","nein","","","2683848.368","1246902.808","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/80.jpg","Brunnennetz","{56B7DAD7-74BD-42D2-8EC8-35D5BFE89541}","","202308241444","POINT (2683848.2 1246902.8)"
"1042","Bahnhofstrasse/Usteriestrasse bei Pestalozzianlage","Pariserbrunnen","Altstadt","1","2016","1978","öffentlich","WVZ","Züriwasser","1019","","öffentlich","Richard Wallace","GHM SA, 52220 Sommevoire, France","Gusseisen","Gusseisen","Gusseisen","nein","","","2683097.058","1247749.004","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/1019.jpg","Limmatzone","{5B6BC831-AC1E-4748-A4BF-6B8AD8712D21}","","202308241444","POINT (2683097 1247749)"
"1047","Preyergasse 18","","Altstadt","1","1977","1870","öffentlich","WVZ","Quellwasser","28","","öffentlich","","","Stahlguss","Stahlguss","","nein","","","2683486.457","1247585.999","1870 Erstellungsjahr","","https://wvzm0cun.global.szh.loc/Brunnenbilder/28.jpg","Brunnennetz","{5C869A7B-0BE3-4FB7-B97C-67861DCACACD}","","202308241444","POINT (2683486.5 1247586)"
"1048","Gloriastrasse vor. 58/Moussonstrasse","","Fluntern/Hottingen/Witikon","7","1992","1905","öffentlich","WVZ","Quellwasser","325","","öffentlich","E. Schäfer, Architekt","","Bavenogranit","","","nein","","","2684307.413","1247909.819","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/325.jpg","Brunnennetz","{5D5EDD66-1347-4C7C-AC37-1C1FFDC6E4C7}","","202308241444","POINT (2684307.5 1247909.9)"
"1060","Stüssihofstatt","Stüssibrunnen","Altstadt","1","1979","1421","öffentlich","WVZ","Quellwasser","9","","öffentlich","","","Muschelkalk","Muschelkalk/ Savonniere-Muschelkalk","Savonniere- Muschelkalk","nein","","","2683466.187","1247439.075","1575 erstellt; 1811 durch Münsterhofbrunnen ersetzt.; 1919 Figur u. Stud kopiert: Hans Gisler. Becken um 4. Teil erweitert.; 1989 Brunnen saniert. Stud, Figur: R. Fenaroli, Trog: Fa. Arnet, Bemalung: ","","https://wvzm0cun.global.szh.loc/Brunnenbilder/9.jpg","Brunnennetz","{62B98D2C-5C98-418C-B216-52E1D1FAAEAF}","","202308241444","POINT (2683466.2 1247439.1)"
"1062","Krautgartengasse/Hirschengraben 24","","Altstadt","1","1986","1726","öffentlich","WVZ","Quellwasser","15","","öffentlich","","","Sandstein","Sandstein","","nein","","","2683766.674","1247263.366","1700 Erstellungsjahr.; 1960 von WVZ übernommen Stud erneuert.","","https://wvzm0cun.global.szh.loc/Brunnenbilder/15.jpg","Brunnennetz","{63B4CAB0-811C-4FC6-B3A5-7EB791CF53E5}","","202308241444","POINT (2683766.8 1247263.4)"
"1065","Bahnhofplatz/Bahnhofpuai","Hauptbahnhof (Südostseite)","Altstadt","1","2014","1871","öffentlich","WVZ","Züriwasser","29","","öffentlich","Bauverwaltung Zürich","Bauverwaltung Zürich","Jurakalkstein","Jurakalkstein","Leg. in Bronze/Verkupfert","nein","","","2683243.892","1247961.858","1871 Erstellungsjahr; 1992 abgebrochen.; 1995 Aufstellung auf neuem Standort aufgrund neuer Platzgestaltung und Tiefbauarbeiten.; 2008 abgebrochen aufgrund Bauarbeiten am Vortriebsschacht (Südtrackt).","","https://wvzm0cun.global.szh.loc/Brunnenbilder/29.jpg","Limmatzone","{65436A1F-2B8E-4972-BE83-E83C78C52FE4}","","202308241444","POINT (2683244 1247961.9)"
"1070","Fraumünsterstrasse/Stadthausquai","Geiserbrunnen","Altstadt","1","1985","1911","öffentlich","WVZ","Quellwasser","46","","öffentlich","Jean Freytag, Zürich","J. Brüllmann,Stuttgart","Muschelkalkstein","","Muschelkalkstein","nein","","","2683311.705","1246832.705","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/46.jpg","Brunnennetz","{6869DE86-975B-4CFB-A703-CCDF893900AF}","","202308241444","POINT (2683311.8 1246832.8)"
"1076","Bahnhofstrasse/Rennweg","Herkulesbrunnen","Altstadt","1","1979","1566","öffentlich","WVZ","Quellwasser","7","","öffentlich","","Josef von Wyl","Muschelkalk","Bollinger Sandstein","Bollinger Sandstein","nein","","","2683074.919","1247600.763","1732 Trog neu. Brunnen erstmals 1566 erwähnt.; 1915 Figur und Stud kopiert: Hans Gisler.; 1947 Figur kopiert: Hans Gisler, Stud kopiert: Armin Wanger.","","https://wvzm0cun.global.szh.loc/Brunnenbilder/7.jpg","Brunnennetz","{6F2B381A-1458-4CC9-B329-4E48E286E55B}","","202308241444","POINT (2683075 1247600.8)"
"1083","Walchebrücke","bei der Platzpromenade","Altstadt","1","2016","1933","öffentlich","WVZ","Züriwasser","36","","öffentlich","E. Schäfer, Architekt","Joh. Rigendinger","Castione","Castione","Grauguss bronziert ""Flora""","nein","","","2683288.456","1248136.348","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/36.jpg","Limmatzone","{71414151-4BFB-4810-9685-18752B6F540C}","","202308241444","POINT (2683288.5 1248136.4)"
"1092","Bellevueplatz/Theaterstrasse","grosser Brunnen","Altstadt","1","1937","1937","öffentlich","WVZ","Quellwasser","59","","öffentlich","","O. Münch, Bildhauer","Castione Granit, Michele Antonini, Bellinzona","","Bronzeguss","nein","","","2683606.575","1246801.045","Oktober 2008: Im Rahmen von umfangreichen Bauarbeiten am Bellevue, wurde auch der Brunnen ans Quellwassernetz angeschlossen und die Ableitung  erneuert.","","https://wvzm0cun.global.szh.loc/Brunnenbilder/59.jpg","Brunnennetz","{79BFA121-3E45-4FAD-98C9-ABBD560F6F36}","","202308241444","POINT (2683606.5 1246801)"
"1096","Hirschengraben/Obere und Untere Zäune","Manessebrunnen","Altstadt","1","","1931","öffentlich","WVZ","Züriwasser","53","","öffentlich","A. Hünerwadel","A. Hünerwadel","Segheria Granit","","Segheria Granit","nein","","","2683696.511","1247266.323","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/53.jpg","Limmatzone","{7D986AF8-002A-45F0-917F-5A8427528330}","","202308241444","POINT (2683696.5 1247266.4)"
"1098","Hechtplatz","Hechtplatzbrunnen","Altstadt","1","1971","1506","öffentlich","WVZ","Quellwasser","2","","öffentlich","Phil. Widmer, München","Phil. Widmer, München","Muschelkalkstein","Muschelkalkstein","Untersberger Marmor","nein","","","2683538.484","1246995.875","1432 Ph. Widmer. Brunnen erstmals erwähnt.; 1910 Figur kopiert","","https://wvzm0cun.global.szh.loc/Brunnenbilder/2.jpg","Brunnennetz","{7E63E28D-4216-41E6-B898-2F1ED70FEC03}","","202308241444","POINT (2683538.5 1246995.9)"
"1104","Theaterstrasse 13","","Altstadt","1","2014","2014","TAZ","TAZ","Züriwasser","1284","","öffentlich","Aqua Transform / Daniel Häfele","","Kunststein","","","nein","","","2683635.628","1246752.188","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/1284.jpg","Limmatzone","{802B415C-AA0F-4744-A419-9FBF4110D78D}","","202308241444","POINT (2683635.8 1246752.2)"
"1108","Freiestrasse/Merkurstrasse","","Fluntern/Hottingen/Witikon","7","1903","1903","öffentlich","WVZ","Quellwasser","315","","öffentlich","","","Jura-Laufener-Kalkstein","Jura-Laufener-Kalkstein","","nein","","","2684469.542","1247007.382","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/315.jpg","Brunnennetz","{8522F522-82D2-4DFF-B89C-CAE6FE9EA289}","","202308241444","POINT (2684469.5 1247007.4)"
"1114","Stampfenbachplatz","","Unterstrass/Oberstrass","6","1986","1938","öffentlich","WVZ","Züriwasser","60","","öffentlich","Ernst Dallmann","E. Dallmann,Bildhauer","Muschelkalkstein","","Bronze, R. Jäckle-Kunstgiesserei","nein","","","2683388.24","1248271.975","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/60.jpg","Limmatzone","{89125D9F-61C5-4FB3-9837-40402F60A666}","","202308241444","POINT (2683388.2 1248272)"
"1118","Römergasse 6","","Altstadt","1","1993","1838","öffentlich","WVZ","Quellwasser","22","","öffentlich","","","Sandstein","Kunststein","","nein","","","2683473.033","1247213.4","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/22.jpg","Brunnennetz","{8CE0D222-B467-4CB0-82BF-D9B7842DF3AD}","","202308241444","POINT (2683473 1247213.4)"
"1121","Werdmühleplatz","","Altstadt","1","1978","1979","öffentlich","WVZ","Züriwasser","1023","","öffentlich","Hans von Meyenburg","Hans von Meyenburg","Porphyrsteine","","","nein","","","2683154.363","1247679.251","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/1023.jpg","Limmatzone","{90A81C96-0537-49F9-9973-ED7B986F57C5}","","202308241444","POINT (2683154.2 1247679.2)"
"1122","Rosenhof","","Altstadt","1","1978","1967","öffentlich","IMMO","Quellwasser","72","","öffentlich","Benedikt Huber, Arch.","Peter Meister","Bayrischer Muschelkalk","Bayrischer Muschelkalk","","nein","","","2683431.055","1247481.332","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/72.jpg","Brunnennetz","{90C26C81-8A26-4C78-BDF3-F492D833DB11}","","202308241444","POINT (2683431 1247481.4)"
"1137","Nägelistrasse 12/16","","Fluntern/Hottingen/Witikon","7","1905","1905","öffentlich","WVZ","Quellwasser","324","","öffentlich","","","St. Triphonmarmor","St. Triphonmarmor","","nein","","","2684393.222","1247691.001","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/324.jpg","Brunnennetz","{99A82CF7-385E-4535-B4CA-1ACD59D4184D}","","202308241444","POINT (2684393.2 1247691)"
"1140","Hirschengraben 1/3","oberer Hirschengraben","Altstadt","1","1993","1866","öffentlich","WVZ","Züriwasser","25","","öffentlich","","","Jurakalkstein","","","nein","","","2683769.141","1247103.916","1866 Erstellungsjahr","","https://wvzm0cun.global.szh.loc/Brunnenbilder/25.jpg","Limmatzone","{9B267650-3B88-4BDF-BDF2-98D0C39525A3}","","202308241444","POINT (2683769.2 1247103.9)"
"1141","Bergstrasse/Zürichbergstrasse","Gsellenbrunnen","Fluntern/Hottingen/Witikon","7","1979","1852","öffentlich","WVZ","Quellwasser","305","","öffentlich","Jos. von Wyl, Bildhauer","Jos. von Wyl, Bildhauer","Bolliger-Sandstein","Bolliger-Sandstein","","nein","","","2684658.879","1247817.501","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/305.jpg","Brunnennetz","{9BACC890-0504-4882-96B1-88748AE447D9}","","202308241444","POINT (2684659 1247817.5)"
"1145","Vorderberg  vav. 11","Tramhaltestelle","Fluntern/Hottingen/Witikon","7","1967","1975","öffentlich","WVZ","Züriwasser","970","","öffentlich","","","Gusseisen, Modell von Roll","","","nein","","","2684660.075","1247903.859","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/970.jpg","HZ Sonnenberg","{9D6A016F-B077-47C0-B35E-BCA85A0E5E5B}","","202308241444","POINT (2684660 1247903.9)"
"1147","Platzpromenade, südlich","beim Pavillon","Altstadt","1","1992","1955","öffentlich","IMMO","Züriwasser","70","","öffentlich","","Sassella & Co. Zürich","Iragna-Granit, Modell Schäfer","","","nein","","","2683145.177","1248294.906","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/70.jpg","Limmatzone","{A0D429ED-DC17-404E-8004-8080673D007B}","","202308241444","POINT (2683145.2 1248294.9)"
"1148","Lindenhofstrasse/Oetenbachgasse","","Altstadt","1","1877","1874","öffentlich","WVZ","Quellwasser","31","","öffentlich","","","Findling (Kalkstein)","Alpenkalkstein, Findling","","nein","","","2683226.825","1247590.695","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/31.jpg","Brunnennetz","{A1CC7FE7-C9EC-4805-B340-6042A1C47BD7}","","202308241444","POINT (2683226.8 1247590.8)"
"1150","Streulistrasse 30","","Fluntern/Hottingen/Witikon","7","1906","1907","öffentlich","WVZ","Quellwasser","329","","öffentlich","","","St. Triphonmarmor","St. Triphonmarmor","","nein","","","2684871.79","1246638.42","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/329.jpg","Brunnennetz","{A33F0606-1420-4AF8-8F5F-4828273FA93C}","","202308241444","POINT (2684871.8 1246638.4)"
"1153","Utoquai vor 21","","Altstadt","1","2014","2014","öffentlich","WVZ","Quellwasser","1285","","öffentlich","","Hofmeister und Kuster Natursteinarbeiten AG","Valser Quarzit","","","nein","","","2683631.684","1246676.128","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/1285.jpg","Brunnennetz","{A6BA6895-BBBF-48F1-8FF4-E0D82A969BD9}","","202308241444","POINT (2683631.8 1246676.1)"
"1155","Limmatquai/Utoquai","Jubiläumsbrunnen 150 J. WVZ","Altstadt","1","2020","2020","öffentlich","WVZ","Züriwasser","150","","öffentlich","Timon Reichle","Christian Aubry","Terrazzo-Belag / Verrucano Gesteine aus dem Quellgebiet der Tektonik-Arena Sardona","","","nein","","","2683490.489","1246980.676","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/150.jpg","Limmatzone","{A7CA88C2-7535-4F9F-AF33-B1549CC1D377}","","202308241444","POINT (2683490.5 1246980.6)"
"1163","Gemüsebrücke","hinter Rathaus","Altstadt","1","1972","1919","öffentlich","WVZ","Züriwasser","50","","öffentlich","","G. Trentini","Bollinger Sandstein","","","nein","","","2683374.639","1247341.638","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/50.jpg","Limmatzone","{ADDB09FC-EBE9-444D-A7F5-42124C283301}","","202308241444","POINT (2683374.8 1247341.6)"
"1174","Bergstrasse/Hofstrasse","","Fluntern/Hottingen/Witikon","7","1986","1944","öffentlich","WVZ","Quellwasser","320","","öffentlich","E. Schäfer, Architekt","","St. Tryphon-Kalkstein","","","nein","","","2684804.939","1247585.437","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/320.jpg","Brunnennetz","{B4C32D46-8EBC-45C8-BA48-5656E3A918C7}","","202308241444","POINT (2684805 1247585.4)"
"1176","Gladbachstrasse 89/Voltastrasse","","Fluntern/Hottingen/Witikon","7","1907","1907","öffentlich","WVZ","Quellwasser","330","","öffentlich","","","Granit","","","nein","","","2684310.368","1248262.131","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/330.jpg","Brunnennetz","{B5262F07-B4A7-4BE6-BA73-41DE32C61E4B}","","202308241444","POINT (2684310.2 1248262.1)"
"1180","Zentralhof","Zentralhof","Altstadt","1","1986","1877","öffentlich","WVZ","Züriwasser","35","","öffentlich","","","Beton, Rand mit Granitabdeckung","Stahlguss, Sockel Kunststein","Stahlguss","nein","","","2683194.004","1247080.563","1877 Erstellungsjahr; 1966 neuer Farbanstrich.","","https://wvzm0cun.global.szh.loc/Brunnenbilder/35.jpg","Limmatzone","{B73BDC21-A549-4FED-8E8F-B20E9BF3A81D}","","202308241444","POINT (2683194 1247080.6)"
"1181","Schmelzbergstrasse 25","Sternwarte","Unterstrass/Oberstrass","6","1983","1984","öffentlich","WVZ","Züriwasser","1088","","öffentlich","","","Gussbrunnen","","","nein","","","2683974.897","1248027.979","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/1088.jpg","HZ Sonnenberg","{B7D3222E-1B76-4055-9A1E-BD2557375D29}","","202308241444","POINT (2683975 1248028)"
"1186","Schmelzbergstrasse/Physikstrasse","","Fluntern/Hottingen/Witikon","7","1907","1907","öffentlich","WVZ","Züriwasser","333","","öffentlich","","","Tessinergranit","","","nein","","","2684071.229","1248119.754","1907 Erstellungsjahr","","https://wvzm0cun.global.szh.loc/Brunnenbilder/333.jpg","HZ Sonnenberg","{BA53FA7C-7AB2-425B-B658-8F6FAC7AC894}","","202308241444","POINT (2684071.2 1248119.8)"
"1187","Bahnhofplatz","Alfred-Escher-Brunnen","Altstadt","1","1880","1880","öffentlich","WVZ","Züriwasser","38","","öffentlich","R. Kissling","","Granit","Granit","Bronze","nein","","","2683172.358","1247948.462","1880 Erstellungsjahr; 1964 Abbruch wegen Bau Shop Ville.; 1969 wieder erstellt.","","https://wvzm0cun.global.szh.loc/Brunnenbilder/38.jpg","Limmatzone","{BAC60523-77AA-4C96-848A-D3ADDF9C9426}","","202308241444","POINT (2683172.2 1247948.5)"
"1190","Züghusplatz","Junobrunnen beim Paradeplatz","Altstadt","1","1976","1872","öffentlich","WVZ","Quellwasser","3","","öffentlich","Prof. J. Regl","R. Fenaroli, H. Bohnet","franz. Marmor","Obernkirchner Quarzsandstein (D)","Obernkirchner Quarzsandstein (D)","nein","","","2683141.665","1247164.501","1508 bis 1872 Standort an der oberen Kirchgasse.; 1903 Renoviert, seit 1872 am jetzigen Standort.; 1944 Figur kopiert: Ed. Bick, Stud kopiert: J. Rigendinger,","","https://wvzm0cun.global.szh.loc/Brunnenbilder/3.jpg","Brunnennetz","{BD3CA750-9853-4959-AE8A-5FE75EA6054A}","","202308241444","POINT (2683141.8 1247164.5)"
"1193","Stadelhofer-Platz","Trinkbrunnen","Altstadt","1","1975","1935","öffentlich","WVZ","Quellwasser","55","","öffentlich","E. Schäfer, Architekt","","Granit","","","nein","","","2683791.516","1246751.028","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/55.jpg","Brunnennetz","{BDB121CA-3E85-4BC6-9F3B-99D492275BA5}","","202308241444","POINT (2683791.5 1246751)"
"1194","Gessnerallee, Schützengasse","Schützengasse","Altstadt","1","1972","1905","öffentlich","WVZ","Züriwasser","41","","öffentlich","Modell Kuhn ll","","Bavenogranit","","","nein","","","2682947.835","1247956.167","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/41.jpg","Limmatzone","{BDBEF0E0-8E65-4FA6-A184-EE073786E849}","","202308241444","POINT (2682947.8 1247956.1)"
"1199","Rennweg/Strehlgasse","Amazonenbrunnen","Altstadt","1","1981","1430","öffentlich","WVZ","Quellwasser","1","","öffentlich","H. Bluntschli","","Buchberger Sandstein","Oggiono-Hartsandstein","","nein","","","2683206.902","1247416.273","1430 erster Quellwasserbrunnen in Zürich (Albisriederleitung); 1748 neuer Brunnen mit Amazonenfigur: H. Bluntschli.; 1916 Figur und Stud kopiert: H. Baldin.; 1966 Figur und Stud kopiert: Franz Purtsch","","https://wvzm0cun.global.szh.loc/Brunnenbilder/1.jpg","Brunnennetz","{C01D3CB6-3C63-48A8-A7C5-B8C7BBEC9BCE}","","202308241444","POINT (2683207 1247416.2)"
"1202","Konkordiastrasse/Streulistrasse","","Fluntern/Hottingen/Witikon","7","1944","1906","öffentlich","WVZ","Quellwasser","327","","öffentlich","","","St. Triphonmarmor","St. Triphonmarmor","","nein","","","2684724.411","1246843.464","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/327.jpg","Brunnennetz","{C3CAC30E-66F4-4B82-8350-EB9DD0288425}","","202308241444","POINT (2684724.5 1246843.5)"
"1208","Trittligasse 36","Trittligasse","Altstadt","1","1987","1842","öffentlich","WVZ","Quellwasser","20","","öffentlich","","","Jurakalkstein","Jurakalkstein","","nein","","","2683683.97","1247133.78","1842 Erstellungsjahr; 1940 Brunnen restauriert durch Bildhauer Rigendinger.","","https://wvzm0cun.global.szh.loc/Brunnenbilder/20.jpg","Brunnennetz","{C80EFFA7-96AE-42A4-B4E4-DD695169C3B6}","","202308241444","POINT (2683684 1247133.8)"
"1210","Zürichbergstrasse/Rämistrasse","","Fluntern/Hottingen/Witikon","7","1937","1908","öffentlich","WVZ","Quellwasser","334","","öffentlich","","","Granit","","","nein","","","2683977.459","1247477.22","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/334.jpg","Brunnennetz","{C96445C6-B10C-4BA2-A93B-891E46FAFE8C}","","202308241444","POINT (2683977.5 1247477.2)"
"1212","Freiestrasse/Eidmattstrasse","","Fluntern/Hottingen/Witikon","7","1990","1903","öffentlich","WVZ","Quellwasser","317","","öffentlich","","","St. Imier-Marmor","St. Imier-Marmor","","nein","","","2684712.733","1246644.354","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/317.jpg","Brunnennetz","{CA0B2734-4608-4A61-BE8D-86AF41A37FDE}","","202308241444","POINT (2684712.8 1246644.4)"
